LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,Total Defaults,Total Bill Amount,Total Pay Amount,Overall Outstanding,default payment next month
170000,2,2,2,28,0,0,0,2,0,0,1,29372,3899,25473,1
80000,1,2,2,25,0,0,0,0,0,0,0,107251,18103,89148,0
410000,2,5,1,42,0,0,0,0,0,0,0,1741454,63800,1677654,0
80000,2,1,2,29,1,0,0,0,0,0,1,80000,80000,0,0
80000,1,3,1,73,0,0,0,2,2,2,3,416184,23430,392754,1
150000,1,2,1,43,0,0,0,0,0,0,0,944099,36834,907265,0
260000,1,1,1,30,0,0,0,0,0,0,0,2586,131815,-129229,1
350000,1,1,1,38,1,0,0,0,0,0,1,0,0,0,0
280000,2,2,1,39,1,0,0,0,0,0,1,174954,48684,126270,1
310000,1,2,1,44,0,0,0,0,0,0,0,503434,20078,483356,0
140000,2,2,2,29,0,0,0,0,0,0,0,118369,16500,101869,0
360000,1,1,1,51,0,0,0,0,0,0,0,63000,25000,38000,0
140000,2,1,2,27,0,0,0,0,0,0,0,858345,43600,814745,0
100000,1,1,2,38,0,0,0,0,0,0,0,240783,5141,235642,0
50000,2,2,2,22,0,0,0,0,0,0,0,1480,1480,0,0
210000,2,2,1,30,0,0,0,0,0,0,0,567259,23202,544057,0
120000,2,2,2,25,2,2,2,2,2,2,6,703798,21679,682119,0
240000,1,1,2,29,0,0,0,0,0,0,0,666907,204634,462273,0
60000,2,3,3,42,0,0,0,0,0,0,0,185007,9885,175122,0
150000,1,1,2,41,0,0,0,0,0,2,1,7098,5291,1807,1
30000,1,2,1,48,0,0,0,0,0,0,0,161543,8942,152601,0
160000,2,1,2,29,2,2,2,2,2,2,6,974815,30512,944303,1
200000,1,1,1,52,0,0,0,0,0,0,0,92108,92473,-365,0
120000,2,2,1,25,0,0,0,0,0,0,0,47869,6000,41869,0
500000,1,1,1,37,1,2,0,0,0,0,2,2466458,64709,2401749,0
320000,2,1,2,27,0,0,0,0,0,0,0,365115,67601,297514,0
280000,1,1,2,31,0,0,0,0,0,0,0,1043732,42823,1000909,0
60000,2,1,2,23,1,2,2,2,2,2,6,185629,8209,177420,1
200000,2,1,1,38,0,0,0,0,0,0,0,257,517,-260,0
230000,2,1,1,32,1,0,0,0,0,0,1,11600,11611,-11,0
230000,2,2,2,27,1,2,0,0,0,0,2,64332,7441,56891,1
480000,2,3,1,41,0,0,0,0,0,0,0,292489,279713,12776,0
50000,2,3,1,35,0,0,0,0,0,0,0,27500,5640,21860,0
200000,2,1,2,31,0,0,0,0,0,0,0,23286,19872,3414,0
50000,2,1,2,30,0,0,0,0,0,2,1,104694,7800,96894,0
50000,1,2,1,48,0,0,0,0,0,0,0,180417,15461,164956,0
260000,2,1,2,36,1,0,0,0,0,0,1,0,0,0,1
30000,1,1,2,24,2,0,0,0,0,2,2,166661,8607,158054,0
440000,2,1,2,29,0,0,0,0,0,0,0,962256,42156,920100,0
230000,2,2,2,38,0,0,0,0,0,0,0,17733,9709,8024,0
200000,1,2,1,38,2,2,2,0,0,0,3,613953,20500,593453,1
490000,2,2,1,30,0,0,0,0,0,0,0,1185021,43181,1141840,0
80000,2,2,1,32,0,0,0,0,0,0,0,11262,0,11262,0
20000,2,3,2,49,2,2,2,2,0,0,4,79043,10123,68920,1
170000,2,1,2,31,0,0,0,0,0,0,0,1393,1393,0,1
70000,1,1,2,27,0,0,0,0,0,0,0,293401,36641,256760,0
210000,2,2,2,33,0,0,0,0,0,0,0,762633,24500,738133,0
90000,2,2,2,25,0,0,0,0,0,0,0,465009,18601,446408,0
390000,2,1,2,27,0,0,0,0,0,0,0,1772871,62172,1710699,1
110000,2,1,2,29,0,0,0,0,0,0,0,304292,13557,290735,0
580000,2,1,1,36,0,0,0,0,0,0,0,994160,36784,957376,0
360000,1,3,1,55,0,0,0,0,0,0,0,36696,25244,11452,0
270000,2,2,1,32,1,2,2,2,2,2,6,1359821,42000,1317821,1
60000,2,1,2,27,0,0,0,0,2,0,1,14672,650,14022,0
110000,1,3,1,37,0,0,0,0,0,0,0,367490,13600,353890,0
50000,2,1,1,25,0,0,0,0,0,0,0,235192,8773,226419,0
80000,2,1,2,23,0,0,0,0,0,0,0,339098,49268,289830,1
50000,1,2,2,23,0,0,0,0,0,0,0,28024,16630,11394,0
100000,1,1,2,32,0,0,0,0,2,2,2,531060,21237,509823,0
30000,2,1,2,26,1,0,0,0,0,0,1,4137,4137,0,0
200000,2,1,2,27,0,0,0,0,0,0,0,730818,34070,696748,0
240000,1,1,2,44,0,0,0,0,0,0,0,1306045,51436,1254609,1
220000,1,2,2,34,0,0,0,0,0,0,0,160668,6300,154368,0
160000,2,1,2,28,0,0,0,0,0,0,0,601165,19300,581865,0
180000,2,1,1,53,0,0,0,0,0,0,0,83747,32279,51468,0
200000,1,4,1,42,0,0,0,0,0,0,0,170347,12043,158304,0
140000,2,3,1,30,0,0,0,2,0,0,1,461266,27121,434145,0
380000,1,1,1,51,1,0,0,0,0,0,1,0,0,0,1
600000,1,1,1,53,2,2,0,0,0,0,2,2718542,91000,2627542,1
260000,1,2,2,37,0,0,0,0,0,0,0,935929,168022,767907,0
200000,2,1,2,26,0,0,0,0,0,0,0,162165,7394,154771,0
80000,1,2,2,42,0,0,0,0,0,0,0,331586,61032,270554,0
40000,1,2,2,39,0,0,0,0,0,0,0,124960,14049,110911,0
130000,1,3,2,39,1,2,2,2,2,2,6,439958,18000,421958,0
50000,1,1,2,32,0,0,0,0,0,0,0,99206,5000,94206,0
230000,2,2,1,41,0,0,0,0,0,0,0,48732,59373,-10641,0
70000,1,2,1,48,0,0,0,0,0,0,0,156587,14807,141780,1
180000,2,2,1,38,0,0,0,0,0,0,0,838496,36029,802467,0
80000,2,2,1,36,0,0,0,0,0,0,0,28137,28667,-530,0
290000,2,2,2,26,0,0,0,0,0,0,0,248603,115536,133067,0
230000,2,1,2,28,0,0,0,0,0,0,0,564897,144032,420865,0
170000,2,3,3,56,1,0,0,0,0,0,1,2141,2755,-614,0
230000,1,1,1,59,0,0,0,0,0,0,0,1210604,42822,1167782,1
220000,1,1,2,38,0,0,0,0,0,0,0,1188181,45147,1143034,1
230000,1,2,2,32,0,0,0,0,0,0,0,142857,5236,137621,0
500000,1,2,1,38,0,0,0,0,0,0,0,300881,99568,201313,0
90000,2,1,1,41,0,0,0,0,0,0,0,19471,14731,4740,0
390000,2,3,2,35,0,0,0,0,0,0,0,1864430,67884,1796546,1
400000,2,2,2,41,0,0,0,0,0,0,0,1618141,51938,1566203,0
180000,1,2,1,34,0,0,0,0,0,0,0,11563,11076,487,0
60000,1,3,1,38,1,2,2,0,0,2,4,192042,9500,182542,0
120000,2,2,1,32,0,0,0,0,0,0,0,19210,20172,-962,0
60000,2,2,2,29,0,0,0,0,0,0,0,167658,6820,160838,0
50000,1,1,2,44,0,0,0,0,0,0,0,195918,7869,188049,0
70000,2,2,1,37,0,0,0,2,0,0,1,380598,14935,365663,0
500000,2,1,1,38,0,2,0,0,0,0,1,2751,2301,450,0
200000,1,1,2,31,0,0,0,0,0,0,0,0,0,0,0
250000,2,2,1,40,0,0,0,0,0,2,1,274820,193164,81656,0
140000,1,2,2,26,0,0,2,2,2,2,4,832487,39650,792837,1
70000,2,2,2,28,0,0,0,0,0,2,1,169724,10806,158918,0
90000,1,3,1,48,1,2,2,2,2,2,6,411870,14486,397384,0
100000,2,2,1,43,0,0,0,0,0,0,0,10198,9818,380,0
190000,1,2,1,31,0,0,0,0,0,0,0,894199,29086,865113,0
230000,2,1,1,42,0,0,0,0,0,0,0,52633,45768,6865,0
320000,1,2,1,39,0,0,0,0,0,0,0,556223,23059,533164,0
220000,2,2,1,36,0,0,0,0,0,0,0,4024,4024,0,1
260000,2,1,1,34,0,0,0,0,0,0,0,37990,29865,8125,0
90000,2,2,2,32,0,0,0,0,0,0,0,573,157,416,0
30000,2,2,1,43,2,2,2,2,2,0,5,144207,4610,139597,0
260000,1,2,2,30,0,0,0,2,0,0,1,668040,22116,645924,0
170000,2,2,2,28,0,0,0,0,0,0,0,46228,4308,41920,0
80000,2,1,1,28,0,0,0,0,0,0,0,58976,3476,55500,1
50000,1,1,1,41,0,0,0,0,0,0,0,2336,4250,-1914,0
200000,2,3,2,47,0,0,0,0,0,0,0,1196650,43749,1152901,0
20000,1,2,2,23,0,0,2,0,0,0,1,123892,10465,113427,0
250000,2,1,1,49,0,0,0,0,0,0,0,1819,1771,48,0
20000,1,1,1,38,0,0,0,2,2,0,2,114642,7939,106703,0
30000,2,2,1,38,0,0,0,0,2,2,2,138451,8200,130251,0
90000,2,2,1,35,1,2,2,2,2,2,6,162740,12500,150240,0
230000,2,6,2,46,0,0,0,0,0,0,0,1249171,49500,1199671,0
130000,2,1,1,33,0,0,0,0,0,0,0,107017,5000,102017,1
30000,1,6,1,53,0,0,0,0,0,0,0,0,0,0,0
160000,1,1,2,35,0,0,0,0,0,0,0,3200,2805,395,0
500000,2,2,2,43,0,0,0,0,0,0,0,761573,819093,-57520,0
180000,2,2,2,28,0,0,0,0,0,2,1,226042,10128,215914,0
80000,2,2,1,30,0,0,0,0,0,2,1,75825,4800,71025,0
120000,1,1,2,26,0,0,0,0,0,0,0,11330,10446,884,0
130000,1,2,1,31,0,0,0,0,0,2,1,6514,5643,871,0
120000,2,2,2,35,0,0,0,0,0,0,0,1440,1440,0,1
360000,1,1,2,28,0,0,0,0,0,0,0,132271,116088,16183,0
50000,1,2,2,23,2,2,2,2,2,2,6,189259,8800,180459,1
20000,2,2,2,23,0,0,2,0,0,0,1,103607,4938,98669,0
100000,1,3,1,56,0,0,0,0,0,0,0,472054,99730,372324,0
70000,1,3,1,32,0,0,0,0,0,0,0,415116,19970,395146,0
50000,1,2,1,47,0,0,0,0,0,0,0,108988,11797,97191,0
10000,2,2,2,22,1,2,0,0,0,0,2,59270,4607,54663,0
290000,2,1,1,34,0,0,0,0,0,0,0,624930,39000,585930,0
30000,2,1,1,31,0,0,0,0,0,0,0,110402,7645,102757,0
410000,2,2,2,27,1,0,0,0,0,0,1,237536,96874,140662,0
360000,1,1,2,28,0,0,0,0,0,0,0,424799,454830,-30031,1
140000,2,2,1,42,0,0,0,0,0,0,0,501478,27167,474311,1
210000,2,1,2,32,0,0,0,0,0,0,0,427893,17600,410293,0
220000,2,2,2,27,0,0,0,0,0,0,0,20097,171909,-151812,0
20000,1,2,2,27,1,2,0,0,0,2,3,116201,4500,111701,0
620000,2,2,1,45,2,2,0,0,0,0,2,979950,30700,949250,1
360000,1,1,2,26,1,0,0,0,0,0,1,4245,4298,-53,0
20000,2,2,2,21,0,0,2,2,0,0,2,52614,36511,16103,0
50000,1,2,2,23,0,0,0,0,0,0,0,129497,28536,100961,0
50000,1,2,3,30,0,0,0,0,0,0,0,218334,6935,211399,0
10000,1,2,2,46,0,0,2,2,2,0,3,36955,3766,33189,1
100000,2,3,1,50,2,0,0,3,3,2,4,356645,17050,339595,1
50000,1,1,2,26,0,0,0,0,0,0,0,11223,9519,1704,0
60000,1,2,2,25,0,0,0,0,0,0,0,17388,14013,3375,0
440000,2,1,2,35,0,0,0,0,0,0,0,1590980,55700,1535280,0
120000,1,2,1,44,0,0,0,0,0,0,0,421362,14449,406913,0
50000,2,1,2,52,0,0,0,0,0,0,0,7741,1318,6423,0
110000,2,2,1,40,1,2,2,2,2,2,6,576533,23100,553433,0
200000,2,1,2,38,0,0,0,0,0,0,0,887,805,82,0
150000,2,1,2,28,1,0,0,0,0,0,1,318,318,0,0
30000,2,2,1,36,2,3,2,2,0,0,4,169630,4700,164930,1
100000,2,1,2,24,0,0,0,0,0,0,0,164636,51245,113391,0
360000,2,1,1,34,0,0,0,0,0,0,0,58482,40069,18413,0
390000,2,1,2,31,0,0,0,0,0,0,0,284264,23000,261264,0
220000,2,1,1,41,1,0,0,0,0,0,1,-525,0,-525,1
160000,2,2,2,25,0,0,0,0,0,0,0,0,0,0,0
230000,2,1,2,28,0,0,0,0,0,0,0,63456,25923,37533,0
120000,1,1,2,27,0,0,0,0,0,0,0,246395,27524,218871,0
100000,1,3,1,52,0,0,2,2,2,0,3,37706,7500,30206,1
190000,2,1,2,41,0,0,0,0,0,0,0,72112,43854,28258,1
50000,1,1,1,56,0,0,0,0,0,0,0,219191,9617,209574,1
240000,2,1,1,42,1,0,0,0,0,0,1,6370,6370,0,0
40000,2,2,2,24,0,0,0,0,0,0,0,223518,10159,213359,0
630000,2,2,1,47,0,0,0,0,0,0,0,118530,55661,62869,0
160000,2,1,1,33,0,0,0,0,0,0,0,13149,9074,4075,0
110000,2,2,2,32,0,0,2,2,2,2,4,463018,29300,433718,0
20000,1,2,2,29,0,0,0,0,0,0,0,35627,2055,33572,0
210000,2,3,1,53,0,0,0,0,0,0,0,362544,14975,347569,0
270000,1,1,2,34,0,0,0,0,0,0,0,57523,43455,14068,0
360000,2,2,2,52,0,0,0,0,0,0,0,4687,4973,-286,0
60000,2,2,1,42,0,0,0,0,0,0,0,9651,9750,-99,0
360000,1,2,2,38,0,0,0,0,0,0,0,477607,136709,340898,0
390000,2,1,2,45,2,2,2,0,2,2,5,9583,9874,-291,0
250000,2,3,2,35,0,0,0,0,0,0,0,37633,43951,-6318,0
90000,2,1,2,24,0,0,0,0,0,0,0,107492,12884,94608,1
360000,1,1,2,28,0,0,0,0,0,0,0,37909,48124,-10215,0
50000,1,3,2,26,0,0,0,0,0,0,0,155313,6685,148628,0
270000,2,1,1,40,0,0,0,0,0,0,0,24457,1000,23457,0
200000,2,1,2,29,1,0,0,0,0,0,1,93578,38096,55482,0
50000,2,2,2,23,0,0,0,0,0,0,0,194735,9496,185239,0
350000,1,1,2,33,0,0,0,0,0,0,0,25844,15084,10760,0
160000,2,2,2,60,0,0,0,0,0,0,0,14048,10431,3617,1
80000,2,3,1,49,0,0,0,0,0,0,0,26122,30745,-4623,0
290000,1,1,1,53,2,0,0,0,0,0,1,1622960,59114,1563846,1
270000,2,1,2,28,0,0,0,0,0,0,0,143620,77166,66454,0
80000,1,1,2,31,0,0,0,0,2,0,1,55230,30128,25102,0
50000,1,2,2,36,0,0,0,0,0,0,0,38925,5400,33525,0
30000,1,2,1,35,0,0,0,0,0,0,0,24623,16882,7741,0
30000,1,2,2,28,1,0,0,0,0,0,1,780,780,0,1
90000,1,2,2,33,0,0,0,0,0,0,0,195738,46487,149251,0
160000,1,1,2,26,0,0,0,0,0,0,0,67573,72407,-4834,0
80000,2,3,2,53,0,0,0,0,0,0,0,410262,15881,394381,0
50000,1,2,2,42,0,0,0,0,0,0,0,245027,7200,237827,0
20000,2,1,2,25,0,0,0,0,0,2,1,99055,5900,93155,0
220000,1,1,1,43,1,0,0,0,0,0,1,0,0,0,1
210000,1,3,2,25,0,0,2,0,0,0,1,67409,44925,22484,1
130000,2,2,2,29,0,0,0,0,0,0,0,535030,18011,517019,0
260000,2,2,1,31,0,0,0,0,0,0,0,194136,159300,34836,0
230000,2,1,1,30,0,0,0,0,0,0,0,254314,89840,164474,0
160000,1,1,2,34,0,0,0,0,0,0,0,512342,20862,491480,0
50000,1,1,1,35,0,0,0,0,0,0,0,77061,7220,69841,0
80000,1,2,1,32,0,0,0,0,0,0,0,261480,18017,243463,0
110000,1,3,2,46,0,0,0,0,0,0,0,356592,14882,341710,0
200000,1,1,1,43,0,0,0,0,0,0,0,826110,29861,796249,0
360000,1,2,2,29,0,0,0,0,0,0,0,1542987,46711,1496276,0
210000,2,3,2,31,1,0,0,0,0,0,1,0,0,0,0
80000,2,2,2,24,2,0,0,0,0,0,1,389365,18249,371116,0
300000,2,2,1,36,0,0,2,0,0,0,1,79766,88921,-9155,1
310000,2,2,1,43,0,0,0,0,0,0,0,148678,6310,142368,0
30000,1,3,1,59,0,0,0,0,0,0,0,3270,2880,390,1
170000,1,1,1,53,0,0,0,0,0,0,0,103181,4616,98565,0
140000,2,2,2,28,2,2,2,0,0,2,4,172568,9001,163567,0
180000,2,2,2,31,1,0,0,0,0,0,1,0,1576,-1576,0
50000,1,1,2,34,1,2,2,2,2,2,6,142053,5930,136123,0
50000,2,2,1,36,0,0,0,0,0,0,0,34423,3001,31422,0
110000,2,1,2,24,0,0,0,0,2,0,1,235819,17000,218819,0
450000,2,3,1,36,0,0,0,0,0,0,0,31012,30254,758,0
200000,2,2,1,34,0,0,0,0,0,0,0,2511,2511,0,0
220000,1,1,2,43,0,0,0,0,0,0,0,154835,99542,55293,0
360000,2,1,2,29,0,0,0,0,0,0,0,5930,2650,3280,1
50000,1,2,1,37,0,0,0,0,0,0,0,278195,11285,266910,0
40000,1,2,2,23,2,2,0,0,0,0,2,175916,6117,169799,0
190000,2,2,1,37,1,2,2,2,2,2,6,717765,29000,688765,0
150000,1,1,2,33,0,0,0,0,0,0,0,119769,13237,106532,0
200000,2,1,1,37,1,0,0,0,0,0,1,595,2965,-2370,0
270000,2,2,1,56,0,0,0,0,0,0,0,683049,26353,656696,0
60000,1,1,2,25,0,0,0,0,0,0,0,269005,11318,257687,0
200000,2,2,1,39,0,0,0,0,0,0,0,443849,16680,427169,0
150000,2,2,1,39,0,0,0,0,0,0,0,204705,15500,189205,0
180000,2,2,2,28,0,0,0,0,0,0,0,2170,3030,-860,0
90000,2,1,2,27,0,0,0,0,0,0,0,7624,0,7624,0
360000,2,2,1,37,1,0,0,0,0,0,1,707,4977,-4270,0
90000,2,1,2,24,0,0,0,0,0,0,0,491,0,491,0
20000,2,2,2,24,0,0,0,0,2,0,1,89220,5646,83574,0
70000,1,1,1,46,0,0,0,0,0,0,0,318796,13340,305456,0
230000,1,1,1,39,0,0,0,0,0,0,0,3960,3960,0,0
30000,1,3,1,48,0,0,0,0,0,0,0,175863,7283,168580,0
200000,2,3,3,45,0,0,0,0,0,0,0,35587,36184,-597,0
100000,1,3,2,49,0,0,0,0,0,0,0,1440,0,1440,0
50000,2,2,2,23,0,0,0,0,0,2,1,181591,12000,169591,0
20000,2,3,1,25,0,0,0,0,0,0,0,45038,3459,41579,0
210000,2,2,1,47,0,0,0,0,0,0,0,0,0,0,0
110000,1,3,1,56,0,0,0,0,0,0,0,193115,17177,175938,0
20000,2,3,1,44,0,0,0,0,0,0,0,1006,456,550,0
50000,2,3,1,49,0,0,0,0,0,0,0,36792,6757,30035,0
50000,1,2,1,41,0,0,0,0,0,0,0,121995,5330,116665,0
400000,2,1,2,40,0,0,0,0,0,0,0,337631,211702,125929,0
170000,1,2,2,31,0,0,0,0,0,0,0,334688,17000,317688,0
280000,1,2,1,42,0,0,0,0,0,0,0,882943,35867,847076,0
130000,2,3,1,28,0,0,0,0,0,0,0,200599,3500,197099,0
210000,2,2,2,32,0,0,0,0,0,0,0,336057,29500,306557,0
370000,1,2,2,28,0,0,0,0,0,0,0,817955,58000,759955,0
30000,2,2,1,31,0,0,2,0,0,0,1,127602,6942,120660,0
150000,1,3,2,39,1,0,0,0,0,0,1,506730,15180,491550,0
60000,1,3,1,31,2,0,0,0,0,0,1,70689,1027,69662,1
80000,2,2,2,24,0,0,0,0,0,0,0,392216,15686,376530,0
280000,2,2,1,44,2,2,2,2,2,2,6,1150758,45000,1105758,1
20000,2,2,2,46,8,7,6,5,4,3,6,118578,0,118578,0
270000,1,1,2,32,0,0,0,0,0,0,0,1000,1400,-400,0
240000,2,2,2,26,0,0,0,0,0,0,0,59161,38813,20348,0
20000,2,1,2,22,0,0,0,0,0,0,0,115711,6901,108810,0
450000,2,1,1,42,1,0,0,0,0,0,1,41600,42200,-600,1
10000,1,2,2,33,0,0,0,0,0,0,0,49507,8145,41362,0
280000,1,2,1,39,0,0,0,0,0,0,0,24054,25643,-1589,1
290000,2,3,2,27,0,0,0,0,0,0,0,55487,6300,49187,0
190000,2,1,2,28,0,0,0,0,0,0,0,273617,13500,260117,1
80000,2,1,2,23,0,0,0,0,0,0,0,127112,11076,116036,0
280000,2,2,2,28,0,2,0,0,0,0,1,7540,6230,1310,0
160000,2,1,1,33,0,0,0,0,0,0,0,68180,55935,12245,0
90000,1,2,1,40,0,0,0,0,0,0,0,90025,5358,84667,1
140000,2,1,2,37,0,0,0,0,0,0,0,41544,40510,1034,0
50000,1,1,2,22,0,0,0,0,0,0,0,29567,4180,25387,0
40000,2,2,1,32,0,0,0,2,2,2,3,167564,9810,157754,0
130000,2,3,1,43,0,0,0,0,0,0,0,652165,25021,627144,0
70000,2,3,1,27,0,0,0,0,0,2,1,378784,14964,363820,0
30000,2,2,1,35,0,0,0,0,0,0,0,155444,8281,147163,0
100000,2,3,1,35,1,2,2,2,2,2,6,599839,24800,575039,0
20000,2,1,1,30,2,2,2,0,0,0,3,43329,3500,39829,1
30000,2,2,2,34,2,0,2,2,2,2,5,275375,76230,199145,0
20000,1,2,1,34,0,0,0,0,0,0,0,91072,6789,84283,1
100000,2,1,2,28,2,0,0,0,0,0,1,500780,19423,481357,1
30000,1,2,2,25,2,2,7,7,7,6,6,13800,0,13800,1
320000,2,1,1,41,0,0,0,0,0,0,0,611655,24120,587535,0
90000,1,3,2,42,2,2,2,2,2,2,6,249902,6700,243202,1
190000,1,2,2,40,2,2,2,2,2,2,6,959287,48600,910687,1
200000,1,1,2,28,0,0,0,0,0,0,0,800524,111129,689395,0
300000,2,2,2,31,0,0,0,0,0,0,0,22757,19514,3243,0
30000,2,1,2,56,0,0,0,0,0,0,0,74142,36403,37739,0
110000,2,2,3,45,0,0,0,0,0,0,0,133460,11315,122145,0
230000,2,1,2,29,0,0,0,0,0,0,0,1024,1024,0,0
230000,2,1,1,35,0,0,0,0,0,0,0,15873,2250,13623,0
310000,2,2,2,28,0,0,0,0,0,0,0,497918,33000,464918,0
320000,1,1,1,40,0,0,0,0,0,0,0,1423739,70000,1353739,0
360000,1,1,1,47,0,0,0,0,0,0,0,362529,200250,162279,0
20000,2,3,1,41,0,0,0,0,0,0,0,4049,3532,517,1
170000,2,2,2,27,0,0,0,0,0,0,0,991237,52700,938537,0
140000,1,1,1,40,0,0,0,0,0,0,0,778849,28766,750083,0
80000,1,2,2,32,0,0,0,0,0,0,0,279502,9611,269891,0
150000,1,2,2,35,0,0,0,0,0,0,0,240075,106469,133606,0
170000,1,2,2,27,0,2,2,0,0,0,2,1950,0,1950,0
200000,2,2,1,29,2,0,0,0,0,0,1,814865,30193,784672,1
70000,1,1,2,30,0,0,2,0,0,2,2,350836,15050,335786,0
320000,1,2,1,37,0,0,0,0,0,0,0,67096,28706,38390,0
150000,2,1,2,29,0,0,0,0,0,0,0,0,0,0,0
50000,2,1,1,34,0,0,0,0,0,0,0,89632,12674,76958,0
90000,2,2,2,34,0,2,2,0,0,0,2,16292,0,16292,0
280000,1,1,1,41,0,0,0,0,0,0,0,174504,151539,22965,0
300000,2,1,2,31,0,0,0,0,2,0,1,184067,5263,178804,0
400000,2,2,2,40,0,0,0,0,0,0,0,9759,10144,-385,0
200000,2,1,1,27,0,0,0,0,0,0,0,21962,17486,4476,0
10000,2,3,2,22,0,0,0,0,0,0,0,26146,3036,23110,1
50000,2,2,3,30,1,3,2,0,0,0,3,231633,5600,226033,1
30000,2,2,3,22,1,2,4,3,2,2,6,150950,9300,141650,0
50000,1,1,2,26,0,0,0,0,0,0,0,106040,8100,97940,1
50000,1,2,1,38,1,2,0,0,0,0,2,329171,14200,314971,0
30000,2,3,1,46,1,2,2,2,2,2,6,78343,4470,73873,0
20000,1,2,2,24,0,0,0,2,0,0,1,21139,2338,18801,0
20000,1,2,2,49,0,0,0,0,0,0,0,99503,3785,95718,0
50000,1,1,3,49,0,0,0,0,0,0,0,109793,8391,101402,0
30000,2,2,1,42,0,0,0,0,0,0,0,199327,9164,190163,0
360000,2,1,1,30,1,2,0,0,0,0,2,39679,6147,33532,0
170000,1,2,1,42,1,0,0,0,0,0,1,6440,6440,0,0
400000,2,1,2,31,0,0,0,0,0,0,0,5048,4877,171,0
50000,2,2,1,49,0,0,0,0,0,0,0,193722,9822,183900,0
160000,2,2,2,27,0,0,0,0,0,0,0,498263,22000,476263,0
70000,2,2,1,33,0,0,0,0,0,0,0,182163,7083,175080,1
150000,2,1,1,35,1,0,0,0,0,0,1,0,0,0,0
80000,2,2,2,48,0,0,0,0,0,0,0,192649,32649,160000,0
30000,2,2,2,22,0,0,2,0,0,0,1,162856,11952,150904,0
10000,1,2,2,22,0,0,0,0,0,0,0,49081,7500,41581,1
180000,2,1,2,27,1,0,0,0,0,0,1,16670,20003,-3333,0
320000,1,1,1,47,0,0,0,0,0,0,0,36186,27532,8654,0
80000,2,2,2,34,0,0,0,2,2,2,3,172717,8838,163879,0
10000,1,2,1,45,0,0,0,2,0,0,1,54824,4300,50524,1
360000,2,2,2,39,0,0,0,0,0,0,0,52108,39686,12422,0
450000,1,2,2,33,0,0,0,0,0,0,0,1506,5597,-4091,0
330000,2,2,2,29,0,0,0,0,0,0,0,449880,157274,292606,0
60000,1,1,2,29,0,2,0,0,2,2,3,4193,2082,2111,1
50000,2,3,2,26,0,0,0,0,0,0,0,62292,5199,57093,0
200000,1,2,1,38,0,0,0,0,0,0,0,963422,35917,927505,0
120000,1,1,2,34,1,2,0,0,0,0,2,2484,621,1863,0
160000,2,1,1,37,0,0,0,0,0,0,0,1580,1580,0,0
110000,1,2,1,57,0,0,0,0,0,0,0,237361,10651,226710,0
70000,2,3,1,50,0,0,0,0,0,0,0,98750,22562,76188,0
150000,2,3,2,28,0,0,0,0,0,0,0,604366,22157,582209,0
610000,2,1,2,31,0,0,0,0,0,0,0,606920,67490,539430,0
110000,2,1,2,25,0,0,0,0,0,0,0,537686,21172,516514,0
80000,2,2,2,25,2,0,0,2,0,0,2,129733,11439,118294,1
170000,2,2,1,33,0,0,0,0,0,0,0,514117,21880,492237,0
110000,2,1,2,30,0,0,0,0,0,0,0,6861,5803,1058,0
140000,2,1,1,51,0,0,0,0,0,0,0,339033,12174,326859,0
70000,1,1,2,51,0,0,0,2,0,0,1,251604,16500,235104,0
260000,2,2,1,46,0,0,0,0,0,0,0,110610,60816,49794,0
170000,1,3,2,38,0,0,0,0,0,0,0,158472,21000,137472,0
50000,2,2,1,34,0,0,0,0,0,0,0,84696,12721,71975,0
300000,2,3,1,34,0,0,0,0,0,0,0,1400112,48373,1351739,1
150000,2,1,2,31,2,0,0,0,0,0,1,11977,11587,390,1
50000,2,2,2,25,8,7,6,5,4,3,6,216955,4000,212955,1
50000,2,2,1,26,1,0,0,0,0,0,1,13700,7493,6207,0
90000,2,1,2,25,2,0,0,0,0,0,1,351580,85758,265822,0
50000,1,2,2,26,0,0,0,0,0,0,0,178867,26359,152508,1
500000,2,2,2,43,0,0,0,0,0,0,0,189761,10465,179296,0
470000,2,2,1,36,0,0,0,0,0,0,0,7057,6092,965,0
230000,1,2,2,58,0,0,0,0,0,0,0,550625,24555,526070,0
140000,2,2,2,26,0,0,0,0,0,0,0,90289,45641,44648,0
230000,2,2,1,30,2,0,0,0,0,0,1,39593,26556,13037,1
420000,2,2,2,31,0,0,0,0,0,0,0,138698,74695,64003,0
30000,2,2,2,24,0,0,0,0,0,0,0,186115,10464,175651,0
50000,2,2,2,52,1,2,0,0,0,2,3,171979,6220,165759,1
140000,2,2,2,24,0,0,0,0,0,0,0,430,233,197,0
260000,2,2,1,35,0,0,0,0,0,0,0,255927,191998,63929,0
90000,2,3,2,29,0,2,0,0,0,0,1,27807,6622,21185,0
240000,2,2,1,33,0,0,0,0,0,0,0,1427317,59000,1368317,0
510000,2,1,2,35,0,0,0,0,0,0,0,18930,9068,9862,0
110000,2,2,1,35,0,0,0,0,0,0,0,277497,17460,260037,0
210000,2,1,2,28,0,0,0,0,0,0,0,52774,49186,3588,0
220000,1,2,1,40,0,0,0,0,0,0,0,770,2475,-1705,0
